index	Tokenized Problem Sentence	Tokenized Fixed Sentence	Problem Sentence	Fixed Sentence
4572.0	the split personality of the protagonist is a commentary on the different ways that people cope with trauma .	the person experiencing di ##sso ##cia ##tive identity disorder of the protagonist is a commentary on the different ways that people cope with trauma	The split personality of the protagonist is a commentary on the different ways that people cope with trauma.	The person experiencing dissociative identity disorder of the protagonist is a commentary on the different ways that people cope with trauma
2804.0	having no hope for the future , she killed herself .	having no hope for the future , she lost to suicide	Having no hope for the future, she killed herself.	Having no hope for the future, she lost to suicide
2468.0	his constant fear of leaving his home led many to believe he was going crazy .	his constant fear of leaving his home led many to believe he was living with a mental health condition	His constant fear of leaving his home led many to believe he was going crazy.	His constant fear of leaving his home led many to believe he was living with a mental health condition
2671.0	the idea of living on a deserted island is nuts .	the idea of living on a deserted island uno ##rth ##od ##ox	The idea of living on a deserted island is nuts.	The idea of living on a deserted island unorthodox
3966.0	the government is paranoid about terrorist attacks and has increased security measures .	the government is is fearful about terrorist attacks and has increased security measures	The government is paranoid about terrorist attacks and has increased security measures.	The government is is fearful about terrorist attacks and has increased security measures
155.0	depression can affect a person ' s ability to perform daily activities , work , and maintain relationships .	depression can affect a person ' s ability to perform daily activities , work , and maintain relationships .	Depression can affect a person's ability to perform daily activities, work, and maintain relationships.	Depression can affect a person's ability to perform daily activities, work, and maintain relationships.
3908.0	they are paranoid that their phone calls are being monitored .	they are is afraid that their phone calls are being monitored	They are paranoid that their phone calls are being monitored.	They are is afraid that their phone calls are being monitored
985.0	he was a basket case after the announcement of the merger , unsure of his future with the company .	he was a helpless person after the announcement of the merger , unsure of his future with the company	He was a basket case after the announcement of the merger, unsure of his future with the company.	He was a helpless person after the announcement of the merger, unsure of his future with the company
2743.0	the thought of traveling alone to a foreign country is nuts .	the thought of traveling alone to a foreign country unconventional	The thought of traveling alone to a foreign country is nuts.	The thought of traveling alone to a foreign country unconventional
3655.0	the customer ' s complaints were considered normal behavior by the employees , but it was causing issues for the company .	the customer ' s complaints were considered usual behavior by the employees , but it was causing issues for the company	The customer's complaints were considered normal behavior by the employees, but it was causing issues for the company.	The customer's complaints were considered usual behavior by the employees, but it was causing issues for the company
2114.0	the constant cycle of mani ##c and de ##pressive episodes made him feel like he was going mad .	the constant cycle of mani ##c and de ##pressive episodes made him feel like he was ve ##xed	The constant cycle of manic and depressive episodes made him feel like he was going mad.	The constant cycle of manic and depressive episodes made him feel like he was vexed
4637.0	she suffers from a mental illness that causes her to experience severe anxiety .	she lives with a mental health condition that causes her to experience severe anxiety	She suffers from a mental illness that causes her to experience severe anxiety.	She lives with a mental health condition that causes her to experience severe anxiety
981.0	she became a basket case after her dog died , unable to cope with the loss .	she became a person who is unable to cope after her dog died , unable to cope with the loss	She became a basket case after her dog died, unable to cope with the loss.	She became a person who is unable to cope after her dog died, unable to cope with the loss
2373.0	the movie was so poorly made , it left me feeling brain dead .	the movie was so poorly made , it left me mentally drained	The movie was so poorly made, it left me feeling brain dead.	The movie was so poorly made, it left me mentally drained
1751.0	the story ' s ending was so dem ##ented , it left the readers shocked .	the story ' s ending was so ridiculous , it left the readers shocked	The story's ending was so demented, it left the readers shocked.	The story's ending was so ridiculous, it left the readers shocked
4056.0	they are paranoid about their privacy and always use a vp ##n .	they are is fearful about their privacy and always use a vp ##n	They are paranoid about their privacy and always use a VPN.	They are is fearful about their privacy and always use a VPN
2526.0	the news of the accident caused a hysterical reaction from the public .	the news of the accident caused a emotional reaction from the public	The news of the accident caused a hysterical reaction from the public.	The news of the accident caused a emotional reaction from the public
2312.0	she was determined to prove to herself and others that she was truly an ex - addict .	she was determined to prove to herself and others that she was truly an person who previously used drugs	She was determined to prove to herself and others that she was truly an ex-addict.	She was determined to prove to herself and others that she was truly an person who previously used drugs
3000.0	the students were mad with anxiety as they waited for their exam results .	the students were un ##rea ##son ##ably full of as they waited for their exam results	The students were mad with anxiety as they waited for their exam results.	The students were unreasonably full of as they waited for their exam results
942.0	di ##stan ##cing themselves , the an ##ore ##xi ##c ' s friends couldn ' t handle her constant pre ##oc ##cup ##ation with weight .	di ##stan ##cing themselves , the person living with an ##ore ##xa ne ##r ##vos ##a ' s friends couldn ' t handle her constant pre ##oc ##cup ##ation with weight	Distancing themselves, the anorexic's friends couldn't handle her constant preoccupation with weight.	Distancing themselves, the person living with anorexa nervosa's friends couldn't handle her constant preoccupation with weight
3622.0	his ne ##uro ##tic tendencies make him a difficult person to understand .	his nervous tendencies make him a difficult person to understand	His neurotic tendencies make him a difficult person to understand.	His nervous tendencies make him a difficult person to understand
3347.0	the mentally re ##tar ##ded person was able to achieve their dreams and goals with the help of a dedicated team of professionals .	the developmental ##ly disabled person was able to achieve their dreams and goals with the help of a dedicated team of professionals	The mentally retarded person was able to achieve their dreams and goals with the help of a dedicated team of professionals.	The developmentally disabled person was able to achieve their dreams and goals with the help of a dedicated team of professionals
1400.0	he ' s always doing crazy stunts on his skate ##board , it ' s like he has no fear .	he ' s always doing surprising stunts on his skate ##board , it ' s like he has no fear	He's always doing crazy stunts on his skateboard, it's like he has no fear.	He's always doing surprising stunts on his skateboard, it's like he has no fear
3395.0	she had a nervous breakdown and needed to take a leave of absence from work .	she had a mental health crisis and needed to take a leave of absence from work	She had a nervous breakdown and needed to take a leave of absence from work.	She had a mental health crisis and needed to take a leave of absence from work
1595.0	the notion that there is only one right way to live is del ##usion ##al .	the notion that there is only one right way to live is wrong	The notion that there is only one right way to live is delusional.	The notion that there is only one right way to live is wrong
210.0	people with o ##cd may require ongoing support and treatment to manage their symptoms and improve their quality of life .	people with o ##cd may require ongoing support and treatment to manage their symptoms and improve their quality of life .	People with OCD may require ongoing support and treatment to manage their symptoms and improve their quality of life.	People with OCD may require ongoing support and treatment to manage their symptoms and improve their quality of life.
4190.0	the patient ' s refusal to follow doctor ' s orders was psychotic and put their health at risk .	the patient ' s refusal to follow doctor ' s orders was un ##balance ##d and put their health at risk	The patient's refusal to follow doctor's orders was psychotic and put their health at risk.	The patient's refusal to follow doctor's orders was unbalanced and put their health at risk
1457.0	the conspiracy theories are del ##usion ##al and not based on fact .	the conspiracy theories are mis ##in ##formed and not based on fact	The conspiracy theories are delusional and not based on fact.	The conspiracy theories are misinformed and not based on fact
1509.0	the notion that money doesn ' t matter is del ##usion ##al .	the notion that money doesn ' t matter is dec ##ei ##ving himself	The notion that money doesn't matter is delusional.	The notion that money doesn't matter is deceiving himself
1395.0	i ' m going to go crazy if i have to sit in this traffic any longer .	i ' m going to go surprising if i have to sit in this traffic any longer	I'm going to go crazy if I have to sit in this traffic any longer.	I'm going to go surprising if I have to sit in this traffic any longer
264.0	lifestyle changes , such as exercise , healthy eating , and adequate sleep , can improve mental well - being and help prevent suicide .	lifestyle changes , such as exercise , healthy eating , and adequate sleep , can improve mental well - being and help prevent suicide .	Lifestyle changes, such as exercise, healthy eating, and adequate sleep, can improve mental well-being and help prevent suicide.	Lifestyle changes, such as exercise, healthy eating, and adequate sleep, can improve mental well-being and help prevent suicide.
4151.0	the way he reacted to the news was psychotic and caused concern .	the way he reacted to the news was un ##balance ##d and caused concern	The way he reacted to the news was psychotic and caused concern.	The way he reacted to the news was unbalanced and caused concern
1499.0	the idea that ghosts are real is del ##usion ##al .	the idea that ghosts are real is mis ##in ##formed	The idea that ghosts are real is delusional.	The idea that ghosts are real is misinformed
700.0	hospital ##ization may be necessary in some cases to manage acute symptoms and prevent harm to the individual or others .	hospital ##ization may be necessary in some cases to manage acute symptoms and prevent harm to the individual or others .	Hospitalization may be necessary in some cases to manage acute symptoms and prevent harm to the individual or others.	Hospitalization may be necessary in some cases to manage acute symptoms and prevent harm to the individual or others.
3134.0	the mani ##c de ##pressive person at the club was so energetic one moment and then so let ##har ##gic the next .	the person living with bipolar disorder at the club was so energetic one moment and then so let ##har ##gic the next	The manic depressive person at the club was so energetic one moment and then so lethargic the next.	The person living with bipolar disorder at the club was so energetic one moment and then so lethargic the next
644.0	lifestyle modifications , such as regular exercise and sleep , can play an important role in managing mani ##c depression .	lifestyle modifications , such as regular exercise and sleep , can play an important role in managing mani ##c depression .	Lifestyle modifications, such as regular exercise and sleep, can play an important role in managing manic depression.	Lifestyle modifications, such as regular exercise and sleep, can play an important role in managing manic depression.
4793.0	the un ##hing ##ed driver ' s car was imp ##ounded after a high - speed chase .	the erratic driver ' s car was imp ##ounded after a high - speed chase	The unhinged driver's car was impounded after a high-speed chase.	The erratic driver's car was impounded after a high-speed chase
1405.0	the way she sings on stage is just crazy , she ' s got so much energy .	the way she sings on stage is just surprising , she ' s got so much energy	The way she sings on stage is just crazy, she's got so much energy.	The way she sings on stage is just surprising, she's got so much energy
2586.0	the patient ' s symptoms were considered to be a result of a hysterical disorder .	the patient ' s symptoms were considered to be a result of a emotional disorder	The patient's symptoms were considered to be a result of a hysterical disorder.	The patient's symptoms were considered to be a result of a emotional disorder
929.0	admired for her will ##power , the an ##ore ##xi ##c ' s determination to lose weight was dangerous .	admired for her will ##power , the person experiencing an ##ore ##xia ne ##r ##vos ##a ' s determination to lose weight was dangerous	Admired for her willpower, the anorexic's determination to lose weight was dangerous.	Admired for her willpower, the person experiencing anorexia nervosa's determination to lose weight was dangerous
2905.0	i must be lo ##ony to think i can beat him at chess .	i must be wild to think i can beat him at chess	I must be loony to think I can beat him at chess.	I must be wild to think I can beat him at chess
4604.0	she has been dealing with severe anxiety for some time now and is struggling with social interactions .	she has been dealing with severe anxiety for some time now and is experiencing ##so ##cial interactions	She has been dealing with severe anxiety for some time now and is struggling with social interactions.	She has been dealing with severe anxiety for some time now and is experiencingsocial interactions
195.0	people with o ##cd may benefit from talk therapy , medication , or a combination of both , to manage their symptoms and improve their quality of life .	people with o ##cd may benefit from talk therapy , medication , or a combination of both , to manage their symptoms and improve their quality of life .	People with OCD may benefit from talk therapy, medication, or a combination of both, to manage their symptoms and improve their quality of life.	People with OCD may benefit from talk therapy, medication, or a combination of both, to manage their symptoms and improve their quality of life.
2662.0	that plan is nuts , it ' s impossible to execute .	that plan radical , it ' s impossible to execute	That plan is nuts, it's impossible to execute.	That plan radical, it's impossible to execute
3497.0	it ' s not easy living with someone as ne ##uro ##tic as her .	it ' s not easy living with someone as nervous as her	It's not easy living with someone as neurotic as her.	It's not easy living with someone as nervous as her
2925.0	i don ' t want to sound lo ##ony , but i had the strange ##st dream last night .	i don ' t want to sound wild , but i had the strange ##st dream last night	I don't want to sound loony, but I had the strangest dream last night.	I don't want to sound wild, but I had the strangest dream last night
1860.0	the state of the economy is de ##pressing and many people are struggling to make ends meet .	the state of the economy is da ##unt ##ing and many people are struggling to make ends meet	The state of the economy is depressing and many people are struggling to make ends meet.	The state of the economy is daunting and many people are struggling to make ends meet
1818.0	the way he was talking made it clear that he was becoming increasingly dem ##ented .	the way he was talking made it clear that he was becoming increasingly irrational	The way he was talking made it clear that he was becoming increasingly demented.	The way he was talking made it clear that he was becoming increasingly irrational
4722.0	the trauma victim was given therapy to help them cope with the trauma of being in a car accident .	the trauma survivor was given therapy to help them cope with the trauma of being in a car accident	The trauma victim was given therapy to help them cope with the trauma of being in a car accident.	The trauma survivor was given therapy to help them cope with the trauma of being in a car accident
246.0	suicide is a complex issue that can be caused by a range of factors including mental illness , trauma , and loss .	suicide is a complex issue that can be caused by a range of factors including mental illness , trauma , and loss .	Suicide is a complex issue that can be caused by a range of factors including mental illness, trauma, and loss.	Suicide is a complex issue that can be caused by a range of factors including mental illness, trauma, and loss.
3407.0	a nervous breakdown can be a sign of burn ##out or chronic stress .	a mental health crisis can be a sign of burn ##out or chronic stress	A nervous breakdown can be a sign of burnout or chronic stress.	A mental health crisis can be a sign of burnout or chronic stress
1758.0	the politician ' s ideas were so dem ##ented , they never gained traction .	the politician ' s ideas were so irrational , they never gained traction	The politician's ideas were so demented, they never gained traction.	The politician's ideas were so irrational, they never gained traction
4721.0	he was a trauma victim who had to learn how to live with the trauma of being in a car accident .	he was a trauma survivor who had to learn how to live with the trauma of being in a car accident	He was a trauma victim who had to learn how to live with the trauma of being in a car accident.	He was a trauma survivor who had to learn how to live with the trauma of being in a car accident
3603.0	he ' s always been a bit ne ##uro ##tic , but i never thought it would affect his friendships .	he ' s always been a bit jump ##y , but i never thought it would affect his friendships	He's always been a bit neurotic, but I never thought it would affect his friendships.	He's always been a bit jumpy, but I never thought it would affect his friendships
923.0	becoming increasingly erratic and ob ##ses ##sive , the an ##ore ##xi ##c ' s behavior was a sign that her disorder was worse ##ning .	becoming increasingly erratic and ob ##ses ##sive , the person experiencing an ##ore ##xia ne ##r ##vos ##a ' s behavior was a sign that her disorder was worse ##ning	Becoming increasingly erratic and obsessive, the anorexic's behavior was a sign that her disorder was worsening.	Becoming increasingly erratic and obsessive, the person experiencing anorexia nervosa's behavior was a sign that her disorder was worsening
2229.0	the drug ##gie was given a customized treatment plan to help them manage their addiction .	the person who uses substances was given a customized treatment plan to help them manage their addiction	The druggie was given a customized treatment plan to help them manage their addiction.	The person who uses substances was given a customized treatment plan to help them manage their addiction
268.0	support and resources are available for those who are struggling with suicidal thoughts and for those who have lost someone to suicide .	support and resources are available for those who are struggling with suicidal thoughts and for those who have lost someone to suicide .	Support and resources are available for those who are struggling with suicidal thoughts and for those who have lost someone to suicide.	Support and resources are available for those who are struggling with suicidal thoughts and for those who have lost someone to suicide.
669.0	parent and family support , as well as community involvement , is crucial in the development of individuals with intellectual disability .	parent and family support , as well as community involvement , is crucial in the development of individuals with intellectual disability .	Parent and family support, as well as community involvement, is crucial in the development of individuals with intellectual disability.	Parent and family support, as well as community involvement, is crucial in the development of individuals with intellectual disability.
2602.0	her crying became more and more hysterical as she heard the news .	her crying became more and more emotional as she heard the news	Her crying became more and more hysterical as she heard the news.	Her crying became more and more emotional as she heard the news
1910.0	the state of the planet is de ##pressing , with the rising global warming and environmental degradation .	the state of the planet is di ##sma ##l , with the rising global warming and environmental degradation	The state of the planet is depressing, with the rising global warming and environmental degradation.	The state of the planet is dismal, with the rising global warming and environmental degradation
4307.0	the analyst suggested we do a sanity check on the strategy before implementing it .	the analyst suggested we do a fact check on the strategy before implementing it	The analyst suggested we do a sanity check on the strategy before implementing it.	The analyst suggested we do a  fact check on the strategy before implementing it
1152.0	he was bon ##kers for trying to start a business without proper funding .	he was outrageous for trying to start a business without proper funding	He was bonkers for trying to start a business without proper funding.	He was outrageous for trying to start a business without proper funding
4676.0	many people who suffers from depression also experience feelings of hopeless ##ness and worthless ##ness .	many people who is living with depression also experience feelings of hopeless ##ness and worthless ##ness	Many people who suffers from depression also experience feelings of hopelessness and worthlessness.	Many people who is living with depression also experience feelings of hopelessness and worthlessness
4243.0	i always do a quick sanity check before making any major decisions .	i always do a quick co ##her ##ence check before making any major decisions	I always do a quick sanity check before making any major decisions.	I always do a quick  coherence check before making any major decisions
4833.0	the unsuccessful suicide was a tragic event that deeply affected the community .	the attempted suicide was a tragic event that deeply affected the community	The unsuccessful suicide was a tragic event that deeply affected the community.	The attempted suicide was a tragic event that deeply affected the community
3674.0	the nut job struggles to access adequate healthcare .	the person living with a mental health condition struggles to access adequate healthcare	The nut job struggles to access adequate healthcare.	The person living with a mental health condition struggles to access adequate healthcare
3805.0	she overdose ##d on shopping and had buyer ' s remorse .	she over ##loaded on shopping and had buyer ' s remorse	She overdosed on shopping and had buyer's remorse.	She overloaded on shopping and had buyer's remorse
4719.0	the trauma victim was given a support group to help them cope with the trauma of a natural disaster .	the trauma survivor was given a support group to help them cope with the trauma of a natural disaster	The trauma victim was given a support group to help them cope with the trauma of a natural disaster.	The trauma survivor was given a support group to help them cope with the trauma of a natural disaster
1915.0	the political climate is de ##pressing and it ' s hard to stay optimistic about the future .	the political climate is bleak and it ' s hard to stay optimistic about the future	The political climate is depressing and it's hard to stay optimistic about the future.	The political climate is bleak and it's hard to stay optimistic about the future
612.0	family and friends can play an important role in supporting individuals with eating disorders , but professional treatment is often necessary .	family and friends can play an important role in supporting individuals with eating disorders , but professional treatment is often necessary .	Family and friends can play an important role in supporting individuals with eating disorders, but professional treatment is often necessary.	Family and friends can play an important role in supporting individuals with eating disorders, but professional treatment is often necessary.
2699.0	the idea of living in a tiny house is nuts .	the idea of living in a tiny house wild	The idea of living in a tiny house is nuts.	The idea of living in a tiny house wild
3350.0	the mentally re ##tar ##ded person was able to find employment with the help of a job coach and vocational training program .	the intellectual ##ly disabled person was able to find employment with the help of a job coach and vocational training program	The mentally retarded person was able to find employment with the help of a job coach and vocational training program.	The intellectually disabled person was able to find employment with the help of a job coach and vocational training program
1898.0	the constant chatter on social media can be quite de ##pressing when it is filled with ne ##gat ##ivity .	the constant chatter on social media can be quite gloom ##y when it is filled with ne ##gat ##ivity	The constant chatter on social media can be quite depressing when it is filled with negativity.	The constant chatter on social media can be quite gloomy when it is filled with negativity
1649.0	the belief that ghosts are benevolent is del ##usion ##al .	the belief that ghosts are benevolent is dec ##ei ##ving himself	The belief that ghosts are benevolent is delusional.	The belief that ghosts are benevolent is deceiving himself
2525.0	the news of the accident caused a hysterical reaction from the public .	the news of the accident caused a frantic reaction from the public	The news of the accident caused a hysterical reaction from the public.	The news of the accident caused a frantic reaction from the public
258.0	with the right help and support , individuals who have attempted suicide can recover and find hope for the future .	with the right help and support , individuals who have attempted suicide can recover and find hope for the future .	With the right help and support, individuals who have attempted suicide can recover and find hope for the future.	With the right help and support, individuals who have attempted suicide can recover and find hope for the future.
847.0	the school was affected by the high rate of students af ##flict ##ed with depression and anxiety .	the school was affected by the high rate of students experiencing depression and anxiety	The school was affected by the high rate of students afflicted with depression and anxiety.	The school was affected by the high rate of students experiencing depression and anxiety
4126.0	the thought of driving on the wrong side of the road was psychotic .	the thought of driving on the wrong side of the road was un ##so ##und	The thought of driving on the wrong side of the road was psychotic.	The thought of driving on the wrong side of the road was unsound
1233.0	he was frustrated by the bu ##lim ##ic ' s lack of willingness to seek help for her disorder .	he was frustrated by the person living with bu ##lim ##ia ' s lack of willingness to seek help for her disorder	He was frustrated by the bulimic's lack of willingness to seek help for her disorder.	He was frustrated by the person living with bulimia's lack of willingness to seek help for her disorder
1127.0	the party was bon ##kers and there were wild celebrations all night long .	the party was ridiculous and there were wild celebrations all night long	The party was bonkers and there were wild celebrations all night long.	The party was ridiculous and there were wild celebrations all night long
1967.0	he was disturbed by the constant feelings of anxiety that plagued him .	he was un ##sett ##led by the constant feelings of anxiety that plagued him	He was disturbed by the constant feelings of anxiety that plagued him.	He was unsettled by the constant feelings of anxiety that plagued him
558.0	schizophrenia can impact not just the individual with the illness , but also their loved ones and support system .	schizophrenia can impact not just the individual with the illness , but also their loved ones and support system .	Schizophrenia can impact not just the individual with the illness, but also their loved ones and support system.	Schizophrenia can impact not just the individual with the illness, but also their loved ones and support system.
3832.0	the retire ##e overdose ##d on leisure activities and felt bored .	the retire ##e bing ##ed on leisure activities and felt bored	The retiree overdosed on leisure activities and felt bored.	The retiree binged on leisure activities and felt bored
484.0	mental illnesses can be challenging for individuals and their families , but with the right support and treatment , individuals can recover and lead fulfilling lives .	mental illnesses can be challenging for individuals and their families , but with the right support and treatment , individuals can recover and lead fulfilling lives .	Mental illnesses can be challenging for individuals and their families, but with the right support and treatment, individuals can recover and lead fulfilling lives.	Mental illnesses can be challenging for individuals and their families, but with the right support and treatment, individuals can recover and lead fulfilling lives.
1320.0	the therapist suggested a rehabilitation program for the crack ##head .	the therapist suggested a rehabilitation program for the person who uses cocaine	The therapist suggested a rehabilitation program for the crackhead.	The therapist suggested a rehabilitation program for the person who uses cocaine
4718.0	he was a trauma victim who had to learn how to live with a traumatic brain injury after a fall .	he was a trauma survivor who had to learn how to live with a traumatic brain injury after a fall	He was a trauma victim who had to learn how to live with a traumatic brain injury after a fall.	He was a trauma survivor who had to learn how to live with a traumatic brain injury after a fall
7.0	family support is crucial for individuals with schizophrenia .	family support is crucial for individuals with schizophrenia .	Family support is crucial for individuals with schizophrenia.	Family support is crucial for individuals with schizophrenia.
3112.0	i ' m not sure how to deal with the mani ##c de ##pressive person in my group of friends , they ' re always so conflict ##ed .	i ' m not sure how to deal with the person with bipolar disorder in my group of friends , they ' re always so conflict ##ed	I'm not sure how to deal with the manic depressive person in my group of friends, they're always so conflicted.	I'm not sure how to deal with the person with bipolar disorder in my group of friends, they're always so conflicted
4316.0	i like to do a sanity check on my writing before submit ##ting it for publication .	i like to do a fact check on my writing before submit ##ting it for publication	I like to do a sanity check on my writing before submitting it for publication.	I like to do a  fact check on my writing before submitting it for publication
1450.0	she is del ##usion ##al if she believes she can fly .	she is mis ##in ##formed if she believes she can fly	She is delusional if she believes she can fly.	She is misinformed if she believes she can fly
3774.0	he overdose ##d on caf ##fe ##ine during his all - night ##er study session .	he over ##ind ##ul ##ged on caf ##fe ##ine during his all - night ##er study session	He overdosed on caffeine during his all-nighter study session.	He overindulged on caffeine during his all-nighter study session
1814.0	the way she was be ##ha ##ving was so dem ##ented , it was clear she needed professional help .	the way she was be ##ha ##ving was so irrational , it was clear she needed professional help	The way she was behaving was so demented, it was clear she needed professional help.	The way she was behaving was so irrational, it was clear she needed professional help
773.0	he was addicted to sugar and couldn ' t resist the temptation of a chocolate cake .	he was hooked on sugar and couldn ' t resist the temptation of a chocolate cake	He was addicted to sugar and couldn't resist the temptation of a chocolate cake.	He was hooked on sugar and couldn't resist the temptation of a chocolate cake
1011.0	he realized he needed help when he couldn ' t stop battling his addiction to op ##io ##ids .	he realized he needed help when he couldn ' t stop experiencing an addiction to op ##io ##ids	He realized he needed help when he couldn't stop battling his addiction to opioids.	He realized he needed help when he couldn't stop experiencing an addiction to opioids
2677.0	he wants to quit his stable job and become an artist , that is nuts .	he wants to quit his stable job and become an artist , that radical	He wants to quit his stable job and become an artist, that is nuts.	He wants to quit his stable job and become an artist, that radical
2330.0	the ex - addict found a new purpose in life after getting clean .	the person who previously used drugs found a new purpose in life after getting clean	The ex-addict found a new purpose in life after getting clean.	The person who previously used drugs found a new purpose in life after getting clean
1991.0	he was disturbed by the thought of losing his job .	he was un ##sett ##led by the thought of losing his job	He was disturbed by the thought of losing his job.	He was unsettled by the thought of losing his job
3990.0	the company is paranoid about losing clients and always goes above and beyond to keep them satisfied .	the company is is worried about losing clients and always goes above and beyond to keep them satisfied	The company is paranoid about losing clients and always goes above and beyond to keep them satisfied.	The company is is worried about losing clients and always goes above and beyond to keep them satisfied
1783.0	the way he was acting was so dem ##ented , it was clear he was going through a breakdown .	the way he was acting was so ridiculous , it was clear he was going through a breakdown	The way he was acting was so demented, it was clear he was going through a breakdown.	The way he was acting was so ridiculous, it was clear he was going through a breakdown
446.0	mental illnesses can have a lasting impact on an individual ' s relationships and social life , and it is important to seek help if you or someone you know is struggling .	mental illnesses can have a lasting impact on an individual ' s relationships and social life , and it is important to seek help if you or someone you know is struggling .	Mental illnesses can have a lasting impact on an individual's relationships and social life, and it is important to seek help if you or someone you know is struggling.	Mental illnesses can have a lasting impact on an individual's relationships and social life, and it is important to seek help if you or someone you know is struggling.
880.0	the alcoholic ' s employer had given him an ultimatum : get help or lose his job .	the person with alcohol use disorder ' s employer had given him an ultimatum : get help or lose his job	The alcoholic's employer had given him an ultimatum: get help or lose his job.	The person with alcohol use disorder's employer had given him an ultimatum: get help or lose his job
781.0	he was addicted to watching tv and would spend hours in front of the screen .	he was hooked on watching tv and would spend hours in front of the screen	He was addicted to watching TV and would spend hours in front of the screen.	He was hooked on watching TV and would spend hours in front of the screen
1749.0	the way he was acting was so dem ##ented , it was clear he needed help .	the way he was acting was so wild , it was clear he needed help	The way he was acting was so demented, it was clear he needed help.	The way he was acting was so wild, it was clear he needed help
4737.0	the trauma victim was given therapy to help them cope with the trauma of a sexual assault .	the trauma survivor was given therapy to help them cope with the trauma of a sexual assault	The trauma victim was given therapy to help them cope with the trauma of a sexual assault.	The trauma survivor was given therapy to help them cope with the trauma of a sexual assault
883.0	the alcoholic ' s brother had di ##so ##wn ##ed him , unable to deal with the embarrassment and shame of his addiction .	the person with alcohol use disorder ' s brother had di ##so ##wn ##ed him , unable to deal with the embarrassment and shame of his addiction	The alcoholic's brother had disowned him, unable to deal with the embarrassment and shame of his addiction.	The person with alcohol use disorder's brother had disowned him, unable to deal with the embarrassment and shame of his addiction
2259.0	the emotionally disturbed person ' s condition was a result of a chemical im ##balance in the brain .	the person experiencing emotional impairment ' s condition was a result of a chemical im ##balance in the brain	The emotionally disturbed person's condition was a result of a chemical imbalance in the brain.	The person experiencing emotional impairment's condition was a result of a chemical imbalance in the brain
1091.0	he was bon ##kers for thinking he could swim across the ocean .	he was ridiculous for thinking he could swim across the ocean	He was bonkers for thinking he could swim across the ocean.	He was ridiculous for thinking he could swim across the ocean
2789.0	if you know a junk ##ie , just show them some love and support , it goes a long way .	if you know a person who uses substances , just show them some love and support , it goes a long way	If you know a junkie, just show them some love and support, it goes a long way.	If you know a person who uses substances, just show them some love and support, it goes a long way
531.0	anxiety can lead to physical symptoms , such as headache ##s , digest ##ive problems , and ins ##om ##nia , and it is important to address these conditions in treatment .	anxiety can lead to physical symptoms , such as headache ##s , digest ##ive problems , and ins ##om ##nia , and it is important to address these conditions in treatment .	Anxiety can lead to physical symptoms, such as headaches, digestive problems, and insomnia, and it is important to address these conditions in treatment.	Anxiety can lead to physical symptoms, such as headaches, digestive problems, and insomnia, and it is important to address these conditions in treatment.
3815.0	the gamer overdose ##d on video games and had trouble sleeping .	the gamer over ##di ##d the consumption on video games and had trouble sleeping	The gamer overdosed on video games and had trouble sleeping.	The gamer overdid the consumption on video games and had trouble sleeping
3729.0	her appearance consumed her , she became obsessed with spending hours in front of the mirror .	her appearance consumed her , she became preoccupied with spending hours in front of the mirror	Her appearance consumed her, she became obsessed with spending hours in front of the mirror.	Her appearance consumed her, she became preoccupied with spending hours in front of the mirror
4815.0	a lack of support ex ##ace ##rba ##ted the un ##hing ##ed patient ' s condition .	a lack of support ex ##ace ##rba ##ted the erratic patient ' s condition	A lack of support exacerbated the unhinged patient's condition.	A lack of support exacerbated the erratic patient's condition
1727.0	the way he was talking made it clear that he was becoming more and more dem ##ented .	the way he was talking made it clear that he was becoming more and more ridiculous	The way he was talking made it clear that he was becoming more and more demented.	The way he was talking made it clear that he was becoming more and more ridiculous
610.0	early recognition and treatment of eating disorders is critical , as they can become chronic and difficult to manage .	early recognition and treatment of eating disorders is critical , as they can become chronic and difficult to manage .	Early recognition and treatment of eating disorders is critical, as they can become chronic and difficult to manage.	Early recognition and treatment of eating disorders is critical, as they can become chronic and difficult to manage.
570.0	accommodations and support in the educational setting can be beneficial for individuals with schizophrenia .	accommodations and support in the educational setting can be beneficial for individuals with schizophrenia .	Accommodations and support in the educational setting can be beneficial for individuals with schizophrenia.	Accommodations and support in the educational setting can be beneficial for individuals with schizophrenia.
4843.0	the user ' s tolerance to cocaine had grown , leading them to consume more of the drug to achieve the same effects .	the person who uses substances ' s tolerance to cocaine had grown , leading them to consume more of the drug to achieve the same effects	The user's tolerance to cocaine had grown, leading them to consume more of the drug to achieve the same effects.	The person who uses substances's tolerance to cocaine had grown, leading them to consume more of the drug to achieve the same effects
2873.0	don ' t pay attention to him , he ' s just being lo ##ony .	don ' t pay attention to him , he ' s just being wild	Don't pay attention to him, he's just being loony.	Don't pay attention to him, he's just being wild
343.0	people with bu ##lim ##ia may experience feelings of guilt and shame , leading to isolation and a distorted body image .	people with bu ##lim ##ia may experience feelings of guilt and shame , leading to isolation and a distorted body image .	People with bulimia may experience feelings of guilt and shame, leading to isolation and a distorted body image.	People with bulimia may experience feelings of guilt and shame, leading to isolation and a distorted body image.
4058.0	they are paranoid about their privacy and always use a vp ##n .	they are is afraid about their privacy and always use a vp ##n	They are paranoid about their privacy and always use a VPN.	They are is afraid about their privacy and always use a VPN
